configure: size variance = 0.800000,1.200000
configure: width variance = 0.800000,1.600000
configure: angle variance = 0.000000,360.000000
tree: Dream Palm 1_LOD2.bin; pos=4995.32, 5.18, -4258.35; angle = 0; size = 1.0
tree: Dream Palm 1_LOD2.bin; pos=1739.120, 11.210, 3284.600; angle = 308; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=1713.120, 10.920, 3270.310; angle = 203; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=1723.780, 10.170, 3293.750; angle = 0; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=1667.760, 10.800, 3349.590; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=1309.820, 5.210, 3026.700; angle = 306; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=1284.310, 5.650, 2966.550; angle = 78; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=1276.330, 6.050, 2946.230; angle = 77; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=1410.930, 6.240, 2999.260; angle = 196; size = 0.430
tree: Dream Palm 1_LOD2.bin; pos=1382.420, 6.180, 2930.630; angle = 97; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=1382.660, 6.180, 2951.630; angle = 0; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=1269.400, 6.310, 2908.070; angle = 0; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=1309.530, 5.770, 2971.040; angle = 282; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=1376.850, 6.150, 2992.310; angle = 0; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=1351.700, 6.710, 2924.100; angle = 0; size = 0.420
tree: Dream Palm 1_LOD2.bin; pos=1288.190, 5.530, 2976.730; angle = 0; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=154.290, 4.620, 10855.120; angle = 0; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=41.480, -0.430, 10981.740; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=-8.400, 2.930, 10917.240; angle = 46; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=5.170, 3.350, 10910.610; angle = 175; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=204.500, 4.470, 10912.070; angle = 8; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=69.530, -1.130, 10979.520; angle = 0; size = 0.360
tree: Dream Palm 3_LOD2.bin; pos=135.610, 3.240, 10931.560; angle = 106; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=176.840, 4.690, 10849.140; angle = 0; size = 0.420
tree: Dream Palm 1_LOD2.bin; pos=24.730, 0.040, 10988.710; angle = 297; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=1029.400, 7.810, 10419.930; angle = 48; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=1052.640, 7.810, 10408.340; angle = 26; size = 0.440
tree: Dream Palm 3_LOD2.bin; pos=1057.760, 7.810, 10404.230; angle = 187; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=951.960, 6.150, 10523.830; angle = 75; size = 0.410
tree: Dream Palm 2_LOD2.bin; pos=1000.860, 7.810, 10413.250; angle = 166; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=1112.440, 6.640, 10457.520; angle = 0; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=1098.980, 6.710, 10464.350; angle = 347; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=977.710, 6.580, 10525.670; angle = 127; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=949.170, 6.990, 10453.400; angle = 167; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=1085.260, 7.810, 10395.410; angle = 63; size = 0.360
tree: Dream Palm 1_LOD2.bin; pos=1047.420, 7.810, 10412.310; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=-356.680, 1.870, 11104.370; angle = 0; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=-318.560, 0.310, 11157.740; angle = 0; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=-310.240, 0.040, 11154.070; angle = 170; size = 0.300
tree: Dream Palm 1_LOD2.bin; pos=-252.320, -1.020, 11127.610; angle = 0; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=-295.090, -0.420, 11161.780; angle = 0; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=-362.120, 2.060, 11118.860; angle = 327; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-211.570, 0.260, 11040.630; angle = 26; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-255.470, 0.080, 11066.690; angle = 169; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=-264.960, 0.220, 11066.680; angle = 54; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=-270.880, 0.300, 11066.090; angle = 0; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=-349.540, 1.730, 11100.430; angle = 0; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-920.470, 4.880, 11394.980; angle = 101; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=-1094.280, 8.410, 11481.800; angle = 104; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=-952.100, 6.650, 11408.460; angle = 241; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=-1035.420, 4.090, 11512.820; angle = 0; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=-1030.230, 3.810, 11507.330; angle = 12; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=-970.660, 1.090, 11477.250; angle = 0; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=-964.250, 0.780, 11473.230; angle = 116; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=-922.790, -1.130, 11454.890; angle = 318; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=-916.890, -1.430, 11450.150; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=-899.860, -2.230, 11452.350; angle = 0; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=-926.970, -0.980, 11465.600; angle = 12; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=-966.980, 7.480, 11414.700; angle = 98; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=1319.280, 7.730, 10268.660; angle = 201; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=1445.700, 6.530, 10216.620; angle = 0; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=1450.940, 6.470, 10212.700; angle = 0; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=1466.060, 6.400, 10200.100; angle = 351; size = 0.440
tree: Dream Palm 3_LOD2.bin; pos=1349.640, 5.440, 10320.060; angle = 0; size = 0.370
tree: Dream Palm 1_LOD2.bin; pos=1359.150, 5.390, 10312.540; angle = 80; size = 0.390
tree: Dream Palm 3_LOD2.bin; pos=1406.080, 7.200, 10210.750; angle = 0; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=1433.090, 6.980, 10197.250; angle = 259; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=1489.930, 4.330, 10267.120; angle = 101; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=1291.740, 7.800, 10289.000; angle = 60; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=1325.310, 7.710, 10266.090; angle = 0; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=2036.240, 3.590, 9911.860; angle = 128; size = 0.300
tree: Dream Palm 2_LOD2.bin; pos=2196.860, 3.920, 9829.900; angle = 0; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=2106.430, 3.920, 9949.410; angle = 200; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=2193.610, 3.920, 9903.320; angle = 0; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=2094.930, 3.920, 9866.500; angle = 0; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=2206.340, 3.720, 9910.510; angle = 0; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=2091.590, 3.850, 9880.730; angle = 170; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=742.590, 5.030, 10558.140; angle = 0; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=832.310, 4.710, 10517.880; angle = 0; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=837.930, 4.690, 10514.490; angle = 0; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=854.260, 4.640, 10503.510; angle = 0; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=876.720, 4.780, 10489.970; angle = 238; size = 0.440
tree: Dream Palm 3_LOD2.bin; pos=819.890, 4.930, 10583.590; angle = 103; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=885.310, 4.700, 10553.120; angle = 97; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=732.100, 5.050, 10550.860; angle = 240; size = 0.390
tree: Dream Palm 1_LOD2.bin; pos=745.530, 5.010, 10543.960; angle = 0; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=866.400, 4.720, 10481.840; angle = 231; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=910.200, 4.560, 10559.410; angle = 351; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=883.190, 4.440, 10572.910; angle = 284; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=869.680, 4.490, 10579.660; angle = 0; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=796.380, 5.000, 10597.560; angle = 0; size = 0.440
tree: Dream Palm 3_LOD2.bin; pos=802.360, 4.820, 10531.150; angle = 0; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=623.210, 5.480, 10626.420; angle = 0; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=650.250, 5.380, 10607.870; angle = 0; size = 0.380
tree: Dream Palm 2_LOD2.bin; pos=690.180, 5.230, 10585.270; angle = 4; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=743.350, 5.170, 10628.500; angle = 143; size = 0.390
tree: Dream Palm 1_LOD2.bin; pos=544.060, 5.740, 10647.440; angle = 0; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=597.800, 5.550, 10619.880; angle = 0; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=691.810, 5.200, 10571.560; angle = 225; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=734.610, 4.990, 10647.160; angle = 123; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=694.090, 5.130, 10667.410; angle = 0; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=613.050, 5.430, 10707.910; angle = 160; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=610.000, 5.680, 10690.980; angle = 150; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=724.510, 5.280, 10631.080; angle = 0; size = 0.430
tree: Dream Palm 1_LOD2.bin; pos=-2024.460, 4.490, 11928.670; angle = 35; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=-1987.280, 4.620, 11915.740; angle = 85; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=-1943.010, 4.770, 11896.360; angle = 160; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-1886.350, 4.980, 11865.400; angle = 265; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=-1873.970, 4.930, 11919.810; angle = 170; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=-1825.350, 5.100, 11899.250; angle = 0; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=-1970.370, 4.490, 11897.600; angle = 0; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=-1862.890, 4.760, 11923.130; angle = 0; size = 0.420
tree: Dream Palm 3_LOD2.bin; pos=371.020, 5.360, 10746.570; angle = 0; size = 0.380
tree: Dream Palm 2_LOD2.bin; pos=458.780, 5.660, 10702.110; angle = 0; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=410.350, 5.430, 10795.820; angle = 0; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=486.790, 5.680, 10758.790; angle = 0; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=497.470, 5.720, 10753.040; angle = 284; size = 0.320
tree: Dream Palm 3_LOD2.bin; pos=516.490, 5.820, 10738.090; angle = 53; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=525.730, 5.860, 10730.250; angle = 0; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=535.940, 5.870, 10723.700; angle = 113; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=449.100, 5.640, 10693.870; angle = 0; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=476.240, 5.730, 10680.620; angle = 223; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=489.810, 5.760, 10673.990; angle = 0; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=572.520, 5.550, 10728.160; angle = 186; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=414.020, 5.500, 10729.330; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=462.410, 5.660, 10704.510; angle = 117; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=472.960, 5.680, 10760.040; angle = 58; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=529.500, 5.810, 10734.170; angle = 91; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=-2401.560, 4.930, 12116.960; angle = 289; size = 0.360
tree: Dream Palm 1_LOD2.bin; pos=-2495.750, -1.580, 12163.590; angle = 0; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=-2458.290, 1.480, 12148.670; angle = 181; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=-2443.310, 2.580, 12142.360; angle = 0; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=-2497.460, -2.220, 12178.700; angle = 34; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-2478.620, -5.610, 12211.690; angle = 114; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-2393.560, 0.910, 12176.560; angle = 0; size = 0.420
tree: Dream Palm 3_LOD2.bin; pos=-2393.880, 0.510, 12185.290; angle = 293; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=-2429.860, -0.990, 12190.880; angle = 107; size = 0.380
tree: Dream Palm 1_LOD2.bin; pos=-1269.850, 4.740, 11561.860; angle = 277; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-1247.790, 5.010, 11551.960; angle = 0; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=-1232.800, 5.220, 11545.990; angle = 24; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=-1124.300, 7.680, 11492.920; angle = 0; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=-1259.200, 4.610, 11619.300; angle = 324; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=-1247.210, 4.730, 11610.160; angle = 116; size = 0.320
tree: Dream Palm 3_LOD2.bin; pos=-1109.910, 5.230, 11547.310; angle = 0; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-1252.320, 4.800, 11544.260; angle = 0; size = 0.360
tree: Dream Palm 3_LOD2.bin; pos=-1198.010, 5.760, 11517.850; angle = 244; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=-1143.690, 7.090, 11491.470; angle = 0; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=-1239.220, 4.570, 11617.370; angle = 306; size = 0.390
tree: Dream Palm 1_LOD2.bin; pos=-1239.410, 4.790, 11611.880; angle = 344; size = 0.390
tree: Dream Palm 3_LOD2.bin; pos=-1262.770, 4.820, 11557.970; angle = 0; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-1599.840, 5.180, 11724.890; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=-1477.640, 4.780, 11667.280; angle = 78; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=-1604.490, 5.270, 11786.390; angle = 184; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-1563.500, 5.140, 11767.510; angle = 311; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=-1529.890, 5.030, 11750.850; angle = 111; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=-1502.150, 4.940, 11739.020; angle = 0; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-1469.130, 4.820, 11720.550; angle = 0; size = 0.410
tree: Dream Palm 2_LOD2.bin; pos=-1618.300, 5.030, 11723.890; angle = 0; size = 0.430
tree: Dream Palm 1_LOD2.bin; pos=-1577.650, 4.890, 11703.910; angle = 262; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=-1497.190, 4.730, 11742.900; angle = 25; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=-1524.300, 4.820, 11756.210; angle = 76; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=-1564.960, 4.950, 11776.190; angle = 0; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=-1578.510, 5.000, 11782.850; angle = 209; size = 0.440
tree: Dream Palm 3_LOD2.bin; pos=-1531.590, 4.960, 11696.440; angle = 0; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=-886.460, 3.170, 11381.780; angle = 69; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=-897.990, -2.380, 11436.310; angle = 27; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=-871.180, 2.520, 11376.410; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=-2386.730, 5.280, 12110.220; angle = 304; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-2379.260, 5.360, 12106.950; angle = 0; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=-2325.970, 5.380, 12086.710; angle = 54; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=-2345.430, 3.370, 12154.210; angle = 210; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-2338.730, 3.670, 12150.640; angle = 103; size = 0.380
tree: Dream Palm 2_LOD2.bin; pos=-2390.420, 5.070, 12104.990; angle = 0; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=-2322.720, 5.180, 12071.570; angle = 0; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-2282.100, 5.180, 12051.520; angle = 64; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=-2190.870, 5.180, 12085.060; angle = 0; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=-2285.650, 5.010, 12131.860; angle = 0; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=-2366.840, 1.970, 12171.950; angle = 0; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=-2243.160, 5.380, 12098.610; angle = 0; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=183.330, 4.720, 10839.910; angle = 136; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=273.210, 5.020, 10800.080; angle = 0; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=284.710, 5.060, 10793.760; angle = 0; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=330.540, 5.220, 10768.220; angle = 0; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=353.630, 5.300, 10755.760; angle = 17; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=359.420, 5.320, 10752.690; angle = 7; size = 0.370
tree: Dream Palm 1_LOD2.bin; pos=268.000, 4.960, 10863.710; angle = 0; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=181.550, 4.730, 10824.500; angle = 16; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=222.260, 4.870, 10804.620; angle = 151; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=276.540, 5.050, 10778.120; angle = 0; size = 0.410
tree: Dream Palm 2_LOD2.bin; pos=339.580, 4.940, 10844.570; angle = 0; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=258.530, 4.660, 10885.070; angle = 0; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=245.030, 4.610, 10891.820; angle = 297; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=199.320, 4.760, 10840.050; angle = 95; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=189.270, 4.740, 10837.120; angle = 262; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=-149.010, 1.490, 10999.630; angle = 0; size = 0.420
tree: Dream Palm 3_LOD2.bin; pos=-127.170, 1.810, 10988.630; angle = 247; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-119.590, 2.190, 10985.630; angle = 163; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=-90.680, 2.510, 10971.490; angle = 146; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=-54.410, 2.560, 10952.960; angle = 306; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=-10.330, 3.270, 10931.830; angle = 0; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=-71.810, -2.090, 11037.880; angle = 245; size = 0.460
tree: Dream Palm 2_LOD2.bin; pos=-62.660, 1.570, 10943.730; angle = 0; size = 0.370
tree: Dream Palm 1_LOD2.bin; pos=15.530, -2.830, 11006.510; angle = 0; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=-38.490, -3.930, 11033.510; angle = 72; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=-49.170, 1.560, 11020.440; angle = 178; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=-42.630, 4.090, 10953.530; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=1805.020, 4.100, 10099.470; angle = 29; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=1662.700, 4.730, 10082.510; angle = 238; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=1743.740, 4.170, 10042.000; angle = 269; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=1784.260, 4.000, 10021.750; angle = 0; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=1797.770, 3.970, 10015.000; angle = 0; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=1815.800, 3.740, 10108.580; angle = 14; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=1730.970, 4.420, 10063.010; angle = 44; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=1734.810, 4.300, 10130.570; angle = 0; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=1649.200, 4.850, 10089.250; angle = 257; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-1471.430, 4.750, 11662.120; angle = 313; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=-1421.350, 4.580, 11636.330; angle = 190; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=-1311.650, 4.420, 11585.950; angle = 0; size = 0.330
tree: Dream Palm 1_LOD2.bin; pos=-1394.550, 4.570, 11683.950; angle = 4; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-1387.830, 4.550, 11680.460; angle = 0; size = 0.370
tree: Dream Palm 1_LOD2.bin; pos=-1341.940, 4.400, 11656.040; angle = 0; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=-1307.510, 4.360, 11640.820; angle = 62; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=-1293.210, 4.400, 11635.880; angle = 357; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=-1286.300, 4.430, 11632.800; angle = 0; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=-1469.200, 4.530, 11650.710; angle = 0; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-1280.150, 4.240, 11636.790; angle = 5; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=-1401.580, 4.520, 11632.700; angle = 330; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=1928.830, 3.390, 9965.630; angle = 38; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=1979.690, 3.310, 9940.920; angle = 232; size = 0.380
tree: Dream Palm 2_LOD2.bin; pos=2016.940, 3.560, 9920.650; angle = 0; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=2045.600, 3.540, 9980.420; angle = 0; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=1946.350, 3.920, 9940.750; angle = 0; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=1959.860, 3.920, 9934.010; angle = 358; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=1990.990, 3.740, 10020.060; angle = 68; size = 0.380
tree: Dream Palm 2_LOD2.bin; pos=1923.940, 3.740, 10054.770; angle = 0; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=1960.860, 3.250, 9950.690; angle = 266; size = 0.390
tree: Dream Palm 1_LOD2.bin; pos=1471.250, 6.390, 10196.090; angle = 223; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=1476.560, 6.370, 10192.240; angle = 38; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=1500.070, 6.150, 10181.050; angle = 0; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=1518.730, 5.890, 10175.390; angle = 113; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=1539.530, 5.870, 10159.410; angle = 206; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=1544.890, 5.840, 10155.640; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=1511.960, 4.770, 10241.480; angle = 0; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=1585.200, 4.720, 10200.850; angle = 0; size = 0.320
tree: Dream Palm 3_LOD2.bin; pos=1597.130, 4.410, 10198.670; angle = 88; size = 0.320
tree: Dream Palm 3_LOD2.bin; pos=1674.710, 4.110, 10164.340; angle = 219; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=1638.770, 3.740, 10193.400; angle = 0; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=1625.180, 3.740, 10199.970; angle = 0; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=1611.630, 3.740, 10206.640; angle = 34; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=1494.840, 5.950, 10190.880; angle = 0; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=1599.250, 5.310, 10137.210; angle = 177; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=1642.860, 5.010, 10115.670; angle = 0; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=1119.590, 7.810, 10367.250; angle = 15; size = 0.380
tree: Dream Palm 2_LOD2.bin; pos=1131.230, 7.810, 10361.180; angle = 358; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=1184.060, 7.810, 10334.860; angle = 0; size = 0.410
tree: Dream Palm 2_LOD2.bin; pos=1278.610, 7.810, 10289.800; angle = 218; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=1108.920, 7.810, 10359.250; angle = 333; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=1176.450, 7.810, 10325.500; angle = 247; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=1189.960, 7.810, 10318.750; angle = 0; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=1257.500, 7.810, 10285.000; angle = 221; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=1152.840, 6.420, 10437.030; angle = 0; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=1218.450, 6.270, 10383.490; angle = 83; size = 0.390
tree: Dream Palm 3_LOD2.bin; pos=-1828.640, 5.180, 11837.290; angle = 99; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=-1806.120, 5.260, 11828.420; angle = 0; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-1705.870, 5.490, 11776.620; angle = 261; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=-1699.030, 5.480, 11772.330; angle = 0; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=-1678.450, 5.440, 11759.560; angle = 42; size = 0.360
tree: Dream Palm 1_LOD2.bin; pos=-1819.070, 5.130, 11895.020; angle = 329; size = 0.400
